"id" "idade" "regiao.r" "valorImovel" "renda" "tempoFinanciamento" "X.rendaFinanciamento" "banco.r" "avaliacao.r" "dataHoraEntrada" "dataHoraSaida" "dataHoraAvaliacao" "tempoAcesso" "paginaSaida.r" "statusSaida" "paginaSaida"
288 48 "consolação" 110091.41 4566.38 33 5.36 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:06:40" "2021-05-21 18:06:16" 437 "hub" "80%" 2
289 39 "centro" 107209.13 3409.43 24 6.86 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:57" "2021-05-21 18:02:57" 214 "dash" "100%" 1
290 41 "mooca" 100040.76 5505.57 26 6.46 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:43" "2021-05-21 18:02:54" 260 "login" "40%" 4
291 46 "consolação" 83192.14 4393.18 31 5.63 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:43" "2021-05-21 18:04:23" 380 "hub" "80%" 2
292 45 "consolação" 122021.3 5239.76 30 5.8 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:30" "2021-05-21 18:03:37" 367 "dash" "100%" 1
293 46 "centro" 84708.82 5629.28 31 5.63 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:40" "2021-05-21 18:04:41" 377 "dash" "100%" 1
294 37 "santo-amaro" 74278.25 4325.85 22 7.33 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:00:29" 171 "home" "20%" 5
295 50 "santo-amaro" 149157.21 3734.44 35 5.1 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:07:23" "2021-05-21 18:06:21" 480 "login" "40%" 4
296 40 "santo-amaro" 68209.26 5034.53 25 6.69 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:31" "2021-05-21 18:02:28" 248 "login" "40%" 4
297 49 "interlagos" 102326.28 6263.13 34 5.24 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:07:07" "2021-05-21 18:05:57" 464 "home" "20%" 5
298 33 "consolação" 107676.54 5645.07 18 8.4 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:41" "2021-05-21 18:00:07" 78 "dash" "100%" 1
299 40 "centro" 100238.32 6352.48 25 6.67 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:26" "2021-05-21 18:02:28" 243 "dash" "100%" 1
300 46 "santo-amaro" 82615.77 5867.46 31 5.65 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:53" "2021-05-21 18:04:26" 390 "login" "40%" 4
301 36 "santo-amaro" 98775.32 5015 21 7.61 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:57" "2021-05-21 18:01:19" 154 "login" "40%" 4
302 36 "centro" 122263.05 4433.75 21 7.58 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:53" "2021-05-21 18:01:03" 150 "dash" "100%" 1
303 35 "santo-amaro" 170260.79 3802.86 20 7.85 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:30" "2021-05-21 18:01:04" 127 "login" "40%" 4
304 35 "santo-amaro" 108189.75 4939.22 20 7.78 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:17" "2021-05-21 18:00:06" 114 "login" "40%" 4
305 38 "mooca" 73897.32 5682.31 23 7.07 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:31" "2021-05-21 18:01:18" 188 "login" "40%" 4
306 42 "brooklin" 80251.02 3193.97 27 6.27 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:03" "2021-05-21 18:02:44" 280 "cadastro" "60%" 3
307 30 "consolação" 104954.02 4042.3 15 9.24 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 17:59:21" "2021-05-21 17:58:58" NA "hub" "80%" 2
308 41 "centro" 96129.72 5652.15 26 6.48 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:48" "2021-05-21 18:02:45" 265 "dash" "100%" 1
309 46 "brooklin" 77100.98 5087.66 31 5.64 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:51" "2021-05-21 18:05:19" 388 "cadastro" "60%" 3
310 50 "brooklin" 75564 4753.4 35 5.11 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:07:28" "2021-05-21 18:06:28" 485 "cadastro" "60%" 3
311 47 "brooklin" 138918.98 5678.16 32 5.48 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:59" "2021-05-21 18:04:19" 396 "cadastro" "60%" 3
312 44 "brooklin" 98481.46 4155.05 29 5.94 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:54" "2021-05-21 18:04:09" 331 "cadastro" "60%" 3
313 31 "santo-amaro" 97207.09 4076.08 16 9.04 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 17:59:56" "2021-05-21 17:58:34" 33 "login" "40%" 4
314 37 "centro" 71283.34 4173.63 22 7.32 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:11" "2021-05-21 18:01:33" 168 "dash" "100%" 1
315 38 "brooklin" 137655.24 6070.32 23 7.11 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:41" "2021-05-21 18:01:55" 198 "hub" "80%" 2
316 44 "santo-amaro" 125651.99 5260.21 29 5.92 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:47" "2021-05-21 18:03:34" 324 "login" "40%" 4
317 39 "santo-amaro" 74778.54 2987.64 24 6.91 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:10" "2021-05-21 18:02:30" 227 "login" "40%" 4
318 34 "consolação" 112700.31 5984.37 19 8.03 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:00:52" "2021-05-21 18:00:43" 89 "hub" "80%" 2
319 48 "brooklin" 95472.12 4309 33 5.37 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:45" "2021-05-21 18:05:07" 442 "hub" "80%" 2
320 45 "santo-amaro" 69829.6 4819.95 30 5.77 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:12" "2021-05-21 18:04:01" 349 "login" "40%" 4
321 41 "santo-amaro" 115327.21 5255.97 26 6.48 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:51" "2021-05-21 18:03:09" 268 "login" "40%" 4
322 46 "consolação" 141174.53 5750.91 31 5.64 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:49" "2021-05-21 18:05:49" 386 "hub" "80%" 2
323 33 "consolação" 110403.09 5725.54 18 8.41 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:42" "2021-05-21 17:58:45" 79 "hub" "80%" 2
324 43 "santo-amaro" 103002.87 6089.1 28 6.13 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:04:42" "2021-05-21 18:02:00" 319 "login" "40%" 4
325 37 "consolação" 91328.21 5087.26 22 7.35 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:20" "2021-05-21 18:01:14" 177 "dash" "100%" 1
326 43 "centro" 58555.76 5131.02 28 6.13 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:45" "2021-05-21 18:03:20" 322 "dash" "100%" 1
327 40 "interlagos" 126928.56 3755.56 25 6.65 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:16" "2021-05-21 18:01:39" 233 "home" "20%" 5
328 43 "centro" 81444.65 4479.46 28 6.12 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:04:39" "2021-05-21 18:04:00" 316 "dash" "100%" 1
329 47 "brooklin" 104287.63 3996.93 32 5.48 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:06:03" "2021-05-21 18:05:14" 400 "hub" "80%" 2
330 40 "interlagos" 115630.34 5318.99 25 6.67 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:24" "2021-05-21 18:03:16" 241 "home" "20%" 5
331 45 "mooca" 71522.39 5572.75 30 5.79 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:25" "2021-05-21 18:04:47" 362 "cadastro" "60%" 3
332 34 "consolação" 87046.78 4674.32 19 8.09 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:00" "2021-05-21 17:59:41" 97 "hub" "80%" 2
333 36 "santo-amaro" 150970.92 4035.69 21 7.6 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:56" "2021-05-21 18:01:05" 153 "login" "40%" 4
334 48 "santo-amaro" 78392.58 4519.1 33 5.34 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:25" "2021-05-21 18:05:31" 422 "login" "40%" 4
335 42 "brooklin" 79721.9 3390.78 27 6.28 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:08" "2021-05-21 18:03:11" 285 "hub" "80%" 2
336 30 "brooklin" 118246.14 4780.72 15 9.18 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:59:17" "2021-05-21 17:59:13" NA "cadastro" "60%" 3
337 33 "mooca" 65438.15 4322.34 18 8.39 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:39" "2021-05-21 17:59:14" 76 "login" "40%" 4
338 39 "mooca" 48805.33 6186.58 24 6.87 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:59" "2021-05-21 18:02:42" 216 "login" "40%" 4
339 44 "mooca" 106036.09 3946.85 29 5.96 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:07" "2021-05-21 18:04:13" 344 "login" "40%" 4
340 39 "interlagos" 83773.13 6785.79 24 6.91 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:11" "2021-05-21 18:02:24" 228 "home" "20%" 5
341 43 "brooklin" 58364.16 7511.06 28 6.12 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:38" "2021-05-21 18:03:45" 315 "cadastro" "60%" 3
342 45 "consolação" 102015.44 5339.13 30 5.78 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:18" "2021-05-21 18:03:34" 355 "dash" "100%" 1
343 48 "mooca" 73356.19 3951.86 33 5.37 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:44" "2021-05-21 18:06:01" 441 "cadastro" "60%" 3
344 40 "consolação" 111960.55 5416.74 25 6.69 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:30" "2021-05-21 18:02:53" 247 "hub" "80%" 2
345 40 "brooklin" 134224.37 5798.73 25 6.65 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:17" "2021-05-21 18:03:03" 234 "cadastro" "60%" 3
346 31 "brooklin" 53189.28 3290.41 16 9.01 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:59:53" "2021-05-21 17:59:17" 30 "hub" "80%" 2
347 40 "interlagos" 112619.53 3071.46 25 6.7 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:35" "2021-05-21 18:03:10" 252 "home" "20%" 5
348 37 "brooklin" 119399.49 4919.02 22 7.33 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:01:02" 171 "cadastro" "60%" 3
349 35 "consolação" 121045.09 3737.76 20 7.83 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:26" "2021-05-21 18:00:52" 123 "hub" "80%" 2
350 39 "mooca" 113371.24 4760.59 24 6.88 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:01" "2021-05-21 18:01:52" 218 "cadastro" "60%" 3
351 45 "consolação" 83089.22 5317.61 30 5.79 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:25" "2021-05-21 18:04:29" 362 "hub" "80%" 2
352 30 "interlagos" 63763.39 2593.65 15 9.27 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:59:24" "2021-05-21 17:59:07" 1 "home" "20%" 5
353 38 "mooca" 114888.95 5728.76 23 7.08 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:32" "2021-05-21 18:01:56" 189 "cadastro" "60%" 3
354 41 "consolação" 119467.92 4497.29 26 6.45 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:37" "2021-05-21 18:02:10" 254 "hub" "80%" 2
355 36 "mooca" 95679.14 6170.96 21 7.5 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:36" "2021-05-21 18:00:09" 133 "cadastro" "60%" 3
356 42 "interlagos" 116427.12 5019.84 27 6.27 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:03" "2021-05-21 18:02:03" 280 "home" "20%" 5
357 42 "mooca" 110881.52 4684.01 27 6.29 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:12" "2021-05-21 18:03:12" 289 "login" "40%" 4
358 40 "brooklin" 84117.27 4039.72 25 6.66 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:19" "2021-05-21 18:03:04" 236 "cadastro" "60%" 3
359 28 "brooklin" 149605.18 4531.26 13 9.7 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 17:58:27" "2021-05-21 17:57:50" NA "hub" "80%" 2
360 53 "santo-amaro" 116521.16 6190.77 38 4.76 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:08:32" "2021-05-21 18:07:20" 549 "login" "40%" 4
361 39 "consolação" 98520.9 4735.67 24 6.87 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:58" "2021-05-21 18:01:01" 215 "hub" "80%" 2
362 43 "consolação" 103621.28 5586.44 28 6.12 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:04:41" "2021-05-21 18:03:38" 318 "hub" "80%" 2
363 41 "santo-amaro" 101516.01 4077.62 26 6.49 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:56" "2021-05-21 18:02:22" 273 "home" "20%" 5
364 45 "brooklin" 69572.59 6663.71 30 5.79 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:26" "2021-05-21 18:04:03" 363 "hub" "80%" 2
365 44 "brooklin" 123282.68 6184.32 29 5.95 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:01" "2021-05-21 18:04:36" 338 "hub" "80%" 2
366 39 "santo-amaro" 53717.93 5971.31 24 6.87 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:58" "2021-05-21 18:02:03" 215 "login" "40%" 4
367 42 "consolação" 108753.75 5458.8 27 6.28 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:08" "2021-05-21 18:02:29" 285 "hub" "80%" 2
368 35 "centro" 102140.23 4144.11 20 7.85 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:01:30" "2021-05-21 18:00:04" 127 "dash" "100%" 1
369 44 "brooklin" 109191.03 3111.74 29 5.96 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:06" "2021-05-21 18:03:52" 343 "cadastro" "60%" 3
370 38 "brooklin" 122004.05 5343.33 23 7.06 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:28" "2021-05-21 18:01:14" 185 "cadastro" "60%" 3
371 52 "brooklin" 80748.13 3701.77 37 4.87 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:08:13" "2021-05-21 18:07:28" 530 "cadastro" "60%" 3
372 32 "brooklin" 20117.16 5852.65 17 8.6 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:05" "2021-05-21 17:59:45" 42 "hub" "80%" 2
373 38 "santo-amaro" 76550.15 4237.45 23 7.06 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:27" "2021-05-21 18:00:48" 184 "login" "40%" 4
374 44 "brooklin" 122567.54 4361.49 29 5.95 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:02" "2021-05-21 18:04:45" 339 "cadastro" "60%" 3
375 43 "mooca" 114632.54 3921.44 28 6.09 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:24" "2021-05-21 18:03:52" 301 "cadastro" "60%" 3
376 37 "interlagos" 101583.99 4294.61 22 7.32 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:12" "2021-05-21 18:00:53" 169 "home" "20%" 5
377 35 "santo-amaro" 144248.64 4119.09 20 7.81 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:23" "2021-05-21 18:01:01" 120 "login" "40%" 4
378 41 "consolação" 89116.38 3973.5 26 6.46 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:40" "2021-05-21 18:02:57" 257 "hub" "80%" 2
379 40 "brooklin" 113243.5 4154.38 25 6.66 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:21" "2021-05-21 18:02:56" 238 "hub" "80%" 2
380 31 "interlagos" 102542.66 4174.37 16 8.96 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:59:48" "2021-05-21 17:58:29" 25 "home" "20%" 5
381 40 "mooca" 61686.28 5303.77 25 6.68 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:27" "2021-05-21 18:02:14" 244 "cadastro" "60%" 3
382 41 "santo-amaro" 97311.54 3922.51 26 6.47 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:46" "2021-05-21 18:02:33" 263 "login" "40%" 4
383 41 "brooklin" 119058.32 5760.68 26 6.46 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:44" "2021-05-21 18:02:31" 261 "hub" "80%" 2
384 35 "santo-amaro" 94155.16 5360.95 20 7.78 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:16" "2021-05-21 17:59:59" 113 "login" "40%" 4
385 42 "mooca" 117766.92 6745.65 27 6.31 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:20" "2021-05-21 18:03:01" 297 "cadastro" "60%" 3
386 47 "interlagos" 99724.32 5824.54 32 5.49 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:08" "2021-05-21 18:06:07" 405 "home" "20%" 5
387 42 "consolação" 104387.63 4568.29 27 6.3 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:18" "2021-05-21 18:03:22" 295 "hub" "80%" 2
388 34 "consolação" 74171.59 5479.68 19 8.13 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:07" "2021-05-21 18:00:04" 104 "hub" "80%" 2
389 38 "centro" 151311.66 3699.96 23 7.07 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:31" "2021-05-21 18:01:09" 188 "dash" "100%" 1
390 42 "consolação" 68073.1 6345.18 27 6.27 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:05" "2021-05-21 18:03:41" 282 "hub" "80%" 2
391 37 "interlagos" 92480.57 4766.79 22 7.29 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:05" "2021-05-21 18:01:20" 162 "home" "20%" 5
392 29 "consolação" 120425.48 5825.44 14 9.65 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 17:59:04" "2021-05-21 17:58:36" NA "hub" "80%" 2
393 44 "santo-amaro" 88144.33 5864.45 29 5.96 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:09" "2021-05-21 18:03:37" 346 "login" "40%" 4
394 36 "santo-amaro" 99675.27 6269.37 21 7.54 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:43" "2021-05-21 18:00:05" 140 "login" "40%" 4
395 37 "consolação" 95603.45 6814.79 22 7.33 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:00:50" 171 "dash" "100%" 1
396 48 "consolação" 94460.6 4892.6 33 5.34 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:23" "2021-05-21 18:06:00" 420 "hub" "80%" 2
397 36 "consolação" 85273.57 5198.55 21 7.57 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:50" "2021-05-21 18:00:36" 147 "hub" "80%" 2
398 44 "consolação" 100906.79 3848.17 29 5.95 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:05:04" "2021-05-21 18:03:29" 341 "dash" "100%" 1
399 34 "consolação" 80736.42 4052.13 19 8.03 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:52" "2021-05-21 17:59:47" 89 "dash" "100%" 1
400 38 "interlagos" 50527.6 4783.16 23 7.11 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:40" "2021-05-21 18:01:57" 197 "home" "20%" 5
401 40 "interlagos" 97116.73 4416.49 25 6.64 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:14" "2021-05-21 18:02:47" 231 "home" "20%" 5
402 34 "consolação" 103230.91 6897.01 19 8.1 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:03" "2021-05-21 18:00:23" 100 "hub" "80%" 2
403 37 "interlagos" 106678.97 5560.81 22 7.3 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:07" "2021-05-21 18:00:46" 164 "home" "20%" 5
404 40 "mooca" 65176 5714.31 25 6.66 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:20" "2021-05-21 18:02:33" 237 "cadastro" "60%" 3
405 43 "brooklin" 85240.16 3852.31 28 6.13 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:43" "2021-05-21 18:03:36" 320 "cadastro" "60%" 3
406 32 "brooklin" 153075.24 5638.91 17 8.6 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:05" "2021-05-21 17:58:26" 42 "cadastro" "60%" 3
407 38 "santo-amaro" 101831.38 5308.5 23 7.11 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:41" "2021-05-21 18:01:24" 198 "login" "40%" 4
408 44 "centro" 90321.2 4386.91 29 5.94 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:54" "2021-05-21 18:03:13" 331 "dash" "100%" 1
409 37 "brooklin" 66761.34 5027.96 22 7.35 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:18" "2021-05-21 18:02:09" 175 "hub" "80%" 2
410 41 "mooca" 108622.72 6121.79 26 6.48 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:50" "2021-05-21 18:02:58" 267 "login" "40%" 4
411 42 "brooklin" 74749 4699.16 27 6.31 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:22" "2021-05-21 18:03:20" 299 "hub" "80%" 2
412 41 "santo-amaro" 99728.99 2827.37 26 6.49 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:55" "2021-05-21 18:02:38" 272 "login" "40%" 4
413 43 "consolação" 78372.32 3560.97 28 6.12 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:41" "2021-05-21 18:04:16" 318 "hub" "80%" 2
414 39 "brooklin" 98914.7 4056.81 24 6.9 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:08" "2021-05-21 18:01:44" 225 "cadastro" "60%" 3
415 38 "consolação" 92275.55 4745.05 23 7.08 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:33" "2021-05-21 18:01:24" 190 "hub" "80%" 2
416 27 "consolação" 136742.08 5786.37 12 9.99 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:58:06" "2021-05-21 17:56:58" NA "hub" "80%" 2
417 40 "interlagos" 111648.2 4388.84 25 6.64 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:01:57" 229 "home" "20%" 5
418 42 "brooklin" 110738.67 4642.11 27 6.3 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:15" "2021-05-21 18:03:18" 292 "hub" "80%" 2
419 43 "brooklin" 135105.41 4188.81 28 6.1 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:27" "2021-05-21 18:02:59" 304 "cadastro" "60%" 3
420 37 "centro" 86338.31 4596.87 22 7.34 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:16" "2021-05-21 18:00:57" 173 "dash" "100%" 1
421 49 "mooca" 64181.12 4644.61 34 5.22 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:57" "2021-05-21 18:06:02" 454 "cadastro" "60%" 3
422 41 "mooca" 109295.87 7545.35 26 6.5 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:57" "2021-05-21 18:02:26" 274 "login" "40%" 4
423 41 "mooca" 121772.97 4728.61 26 6.45 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:38" "2021-05-21 18:02:29" 255 "cadastro" "60%" 3
424 46 "brooklin" 125909.77 3713.91 31 5.65 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:56" "2021-05-21 18:04:36" 393 "hub" "80%" 2
425 36 "santo-amaro" 97295.01 3495.19 21 7.6 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:57" "2021-05-21 18:01:15" 154 "home" "20%" 5
426 38 "mooca" 50762.51 3425.92 23 7.07 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:29" "2021-05-21 18:00:42" 186 "login" "40%" 4
427 52 "brooklin" 65129.1 6280.72 37 4.87 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:08:11" "2021-05-21 18:07:11" 528 "hub" "80%" 2
428 40 "brooklin" 75761.44 5782.75 25 6.67 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:24" "2021-05-21 18:01:59" 241 "cadastro" "60%" 3
429 48 "consolação" 93908.24 2548.87 33 5.36 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:39" "2021-05-21 18:05:42" 436 "hub" "80%" 2
430 33 "santo-amaro" 128013.96 5121.75 18 8.32 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:30" "2021-05-21 17:59:38" 67 "login" "40%" 4
431 39 "interlagos" 93985.35 4237.55 24 6.88 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:00" "2021-05-21 18:01:36" 217 "home" "20%" 5
432 42 "mooca" 86777.23 4174.29 27 6.28 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:08" "2021-05-21 18:03:56" 285 "cadastro" "60%" 3
